employee_id;sex;region;age;head_employee_id;exp_days;edu_degree;department_id;work_online_flg
f93882cb-d8fc-7fb7-94c1-011d63be6fb6;M;5;32;a97da629-b098-b75c-294d-ffdc3e463904;335;1;2;1
3e89ebdb-49f7-12c7-d90d-1b39e348bbbf;F;0;43;9b861925-1a19-057c-ff70-779273e95aa6;456;2;2;0
f387624d-f552-cea2-f369-918c5e1e12bc;M;3;30;6ea9ab1b-aa0e-fb9e-1909-4440c317e21b;284;2;0;1
375c7134-9b29-5fbe-2dcd-ca9206f20a06;M;3;28;d9d4f495-e875-a2e0-75a1-a4a6e1b9770f;160;2;1;1
a2cc63e0-6570-5fe9-38a4-dda49092966f;M;3;36;5ef05993-8ba7-99aa-a845-e1c2e8a762bd;488;1;2;1
25ddc0f8-c9d3-e22e-03d3-076f98d83cb2;M;3;45;8613985e-c49e-b8f7-57ae-6439e879bb2a;241;1;1;0
ce78d1da-254c-0843-eb23-951ae077ff5f;F;2;38;a3c65c29-7427-0fd0-93ee-8a9bf8ae7d0b;286;1;1;0
86109d40-0f0e-d29e-840b-47ed72777c84;F;2;30;a5bfc9e0-7964-f8dd-deb9-5fc584cd965d;960;1;0;0
f31b2046-6ae8-9669-f974-1e047487eb37;M;3;27;735b90b4-5681-25ed-6c3f-678819b6e058;147;1;2;0
270edd69-788d-ce20-0a3b-395a6da6fdb7;M;3;25;3416a75f-4cea-9109-507c-acd8e2f2aefc;879;2;2;0
e4873aa9-a05c-c5ed-8395-61d121516766;F;0;26;6ea9ab1b-aa0e-fb9e-1909-4440c317e21b;2;1;0;1
821fa74b-50ba-3f7c-ba1e-6c53e8fa6845;F;3;34;8613985e-c49e-b8f7-57ae-6439e879bb2a;915;1;1;0
49c9adb1-8e44-be07-11a9-4e827042f630;F;6;33;33e75ff0-9dd6-01bb-e69f-351039152189;24;1;2;0
b618c321-0e93-4362-ac26-1db280128c22;M;6;25;093f65e0-80a2-95f8-076b-1c5722a46aa2;103;2;1;0
466accba-c9a6-6b80-5ba5-0e42ad715740;F;1;32;92cc2275-32d1-7e56-e079-02b254dfad10;74;2;2;1
8ce6790c-c6a9-4e65-f17f-908f462fae85;F;4;30;7f39f831-7fbd-b198-8ef4-c628eba02591;255;0;1;1
b8b4b727-d6f5-d1b6-1fff-7be687f7970f;M;1;28;5ef05993-8ba7-99aa-a845-e1c2e8a762bd;565;1;2;0
f1981e4b-d8a0-d6d8-4620-16d2fc6276b3;F;3;33;a5771bce-93e2-00c3-6f7c-d9dfd0e5deaa;176;2;2;0
daa96d96-81a2-1445-7724-54cbddf0cac1;F;6;27;8e296a06-7a37-5633-70de-d05f5a3bf3ec;55;0;2;0
5c049256-7492-0eb5-8467-fb52ce4ef728;M;1;23;fe9fc289-c3ff-0af1-42b6-d3bead98a923;490;1;0;1
3cef96dc-c9b8-035d-23f6-9e30bb19218a;F;4;44;642e92ef-b794-2173-4881-b53e1e1b18b6;1461;2;2;1
36a16a25-0536-9e0c-922b-6ea7a23a56d2;M;0;34;1ff1de77-4005-f8da-13f4-2943881c655f;434;2;2;1
0c9ebb2d-ed80-6d7f-fda7-5cd0b95eb70c;F;2;35;7647966b-7343-c290-4867-3252e490f736;364;0;2;1
3435c378-bb76-d435-7324-dd7e69f3cd18;F;0;30;f033ab37-c302-01f7-3f14-2449d037028d;180;1;2;1
eaa32c96-f620-053c-f442-ad32258076b9;M;1;28;a0a080f4-2e6f-13b3-a2df-133f073095dd;12;1;1;1
5d616dd3-8211-ebb5-d6ec-52986674b6e4;F;3;31;b6d767d2-f8ed-5d21-a44b-0e5886680cb9;725;1;1;0
0663a4dd-ceac-b40b-095e-da264a85f15c;M;4;28;c4ca4238-a0b9-2382-0dcc-509a6f75849b;633;2;2;1
861dc9bd-7f4e-7dd3-cccd-534d0ae2a2e9;M;6;38;a1d0c6e8-3f02-7327-d846-1063f4ac58a6;206;2;0;1
013d4071-66ec-4fa5-6eb1-e1f8cbe183b9;F;1;30;d82c8d16-19ad-8176-d665-453cfb2e55f0;326;2;2;0
c164bbc9-d6c7-2a52-c599-bbb43d8db8e1;F;0;33;ed3d2c21-991e-3bef-5e06-9713af9fa6ca;848;2;0;1
6449f44a-102f-de84-8669-bdd9eb6b76fa;M;4;30;aab32389-22bc-c25a-6f60-6eb525ffdc56;461;2;1;1
16026d60-ff9b-5441-0b34-35b403afd226;F;0;36;ec895663-7a99-787b-d197-eacd77acce5e;73;2;1;1
9fb7b048-c96d-44a0-337f-049e0a61ff06;F;0;26;2a38a4a9-316c-49e5-a833-517c45d31070;948;2;2;1
7e230522-657e-cdc5-0e42-49581b861f8e;F;7;28;a684ecee-e76f-c522-7732-86a895bc8436;235;0;2;1
07871915-a810-7172-b3b5-dc15a6574ad3;M;0;25;3def184a-d8f4-755f-f269-862ea77393dd;202;2;2;1
dbe272ba-b69f-8e13-f14b-405e038deb64;M;0;26;f033ab37-c302-01f7-3f14-2449d037028d;442;2;2;1
e4da3b7f-bbce-2345-d777-2b0674a318d5;F;0;29;ad61ab14-3223-efbc-24c7-d2583be69251;226;1;2;1
d68a1827-5455-ae3e-aa2c-291eebb46e6d;F;3;36;70efdf2e-c9b0-8607-9795-c442636b55fb;602;0;2;0
7f1171a7-8ce0-780a-2142-a6eb7bc4f3c8;M;4;29;67c6a1e7-ce56-d3d6-fa74-8ab6d9af3fd7;126;2;2;1
139f0874-f2de-d2e4-1b03-93c4ac5644f7;M;0;45;f457c545-a9de-d88f-18ec-ee47145a72c0;32;2;1;0
1e1d1841-67ca-7676-cf66-5225e236a3d2;M;1;28;1f0e3dad-9990-8345-f743-9f8ffabdffc4;387;2;1;0
aa169b49-b583-a2b5-af89-203c2b78c67c;M;4;29;c7e1249f-fc03-eb9d-ed90-8c236bd1996d;1553;1;2;0
471c75ee-6643-a109-3450-2bdafee198fb;M;3;33;e2ef524f-bf3d-9fe6-11d5-a8e90fefdc9c;80;2;2;0
