course_id;employee_id;pass_frac;start_dt;last_activity_dt;end_dt;educ_duration_days
61;53fde96f-cc4b-4ce7-2d77-39202324cd49;0.1000000000;2023-05-14 00:00:00;2023-05-17 00:00:00;;
53;08d98638-c6fc-d194-a4b1-e6992063e944;1.0000000000;2023-10-20 00:00:00;2023-11-06 00:00:00;2023-11-06 00:00:00;17.0000000000
43;df9028fc-b6b0-65e0-00ff-e8a4f03eeb38;1.0000000000;2023-07-24 00:00:00;2023-08-01 00:00:00;2023-08-01 00:00:00;8.0000000000
10;816b112c-6105-b3eb-d537-828a39af4818;1.0000000000;2023-06-23 00:00:00;2023-07-05 00:00:00;2023-07-05 00:00:00;12.0000000000
75;0537fb40-a68c-18da-59a3-5c2bfe1ca554;0.9500000000;2023-04-30 00:00:00;2023-05-06 00:00:00;;
72;519c8415-5964-6593-7582-1f7ca576f095;1.0000000000;2023-05-16 00:00:00;2023-05-18 00:00:00;2023-05-18 00:00:00;2.0000000000
26;39dcaf7a-053d-c372-fbc3-91d4e6b5d693;0.0000000000;2023-06-22 00:00:00;2023-06-28 00:00:00;;
56;68ce199e-c2c5-5175-97ce-0a4d89620f55;1.0000000000;2023-06-28 00:00:00;2023-07-05 00:00:00;2023-07-05 00:00:00;7.0000000000
29;ebb71045-453f-3867-6c40-deb9864f811d;1.0000000000;2023-08-01 00:00:00;2023-08-16 00:00:00;2023-08-16 00:00:00;15.0000000000
61;52dbb068-6f8b-d0c0-c757-acf716e28ec0;1.0000000000;2023-03-17 00:00:00;2023-03-25 00:00:00;2023-03-25 00:00:00;8.0000000000
55;e515df0d-202a-e52f-cebb-14295743063b;1.0000000000;2023-07-28 00:00:00;2023-08-12 00:00:00;2023-08-12 00:00:00;15.0000000000
7;09fb05dd-477d-4ae6-4799-85ca56c5a12d;1.0000000000;2023-07-28 00:00:00;2023-08-06 00:00:00;2023-08-06 00:00:00;9.0000000000
35;f5deaeea-e153-8fb6-c459-01d524ee2f98;1.0000000000;2023-04-04 00:00:00;2023-04-15 00:00:00;2023-04-15 00:00:00;11.0000000000
79;24146db4-eb48-c718-b84c-ae0a0799dcfc;1.0000000000;2023-07-15 00:00:00;2023-07-21 00:00:00;2023-07-21 00:00:00;6.0000000000
14;84c6494d-3085-1c63-a55c-db8cb047fadd;1.0000000000;2023-05-06 00:00:00;2023-05-17 00:00:00;2023-05-17 00:00:00;11.0000000000
45;37a749d8-08e4-6495-a8da-1e5352d03cae;1.0000000000;2023-04-06 00:00:00;2023-04-17 00:00:00;2023-04-17 00:00:00;11.0000000000
80;66e8ba82-16a1-e152-d726-53d99a4f03ab;1.0000000000;2023-05-28 00:00:00;2023-06-09 00:00:00;2023-06-09 00:00:00;12.0000000000
88;7fec306d-1e66-5bc9-c748-b5d2b99a6e97;1.0000000000;2023-04-21 00:00:00;2023-05-01 00:00:00;2023-05-01 00:00:00;10.0000000000
4;facf9f74-3b08-3008-a894-eee7baa16469;0.5000000000;2023-05-05 00:00:00;2023-05-09 00:00:00;;
72;598b3e71-ec37-8bd8-3e0a-727608b5db01;1.0000000000;2023-07-28 00:00:00;2023-08-07 00:00:00;2023-08-07 00:00:00;10.0000000000
49;202cb962-ac59-075b-964b-07152d234b70;0.1000000000;2023-05-17 00:00:00;2023-05-22 00:00:00;;
4;ac1dd209-cbcc-5e5d-1c6e-28598e8cbbe8;1.0000000000;2023-03-12 00:00:00;2023-03-20 00:00:00;2023-03-20 00:00:00;8.0000000000
89;2387337b-a1e0-b024-9ba9-0f55b2ba2521;1.0000000000;2023-07-10 00:00:00;2023-07-15 00:00:00;2023-07-15 00:00:00;5.0000000000
43;0aa1883c-6411-f787-3cb8-3dacb17b0afc;1.0000000000;2023-07-08 00:00:00;2023-07-14 00:00:00;2023-07-14 00:00:00;6.0000000000
24;eb1e7832-8c46-506b-46a4-ac4a1e378b91;1.0000000000;2023-03-21 00:00:00;2023-04-04 00:00:00;2023-04-04 00:00:00;14.0000000000
73;89f03f7d-0272-0160-f1b0-4cf5b27f5ccb;1.0000000000;2023-05-14 00:00:00;2023-05-21 00:00:00;2023-05-21 00:00:00;7.0000000000
37;8c7bbbba-95c1-0259-75e5-48cee86dfadc;1.0000000000;2023-04-27 00:00:00;2023-05-09 00:00:00;2023-05-09 00:00:00;12.0000000000
43;07811dc6-c422-334c-e36a-09ff5cd6fe71;1.0000000000;2023-07-19 00:00:00;2023-07-30 00:00:00;2023-07-30 00:00:00;11.0000000000
43;72da7fd6-d130-2c0a-159f-6436d01e9eb0;0.1000000000;2023-05-26 00:00:00;2023-05-29 00:00:00;;
7;f033ab37-c302-01f7-3f14-2449d037028d;0.5000000000;2023-04-22 00:00:00;2023-04-29 00:00:00;;
76;30bb3825-e8f6-31cc-6075-c0f87bb4978c;1.0000000000;2023-06-11 00:00:00;2023-06-26 00:00:00;2023-06-26 00:00:00;15.0000000000
24;18d80423-86b7-9e2c-279f-d162df0205c8;1.0000000000;2023-05-24 00:00:00;2023-06-05 00:00:00;2023-06-05 00:00:00;12.0000000000
45;dc960c46-c38b-d16e-953d-97cdeefdbc68;1.0000000000;2023-07-08 00:00:00;2023-07-14 00:00:00;2023-07-14 00:00:00;6.0000000000
42;aebf7782-a3d4-45f4-3cf3-0ee2c0d84dee;1.0000000000;2023-10-24 00:00:00;2023-11-03 00:00:00;2023-11-03 00:00:00;10.0000000000
5;7501e5d4-da87-ac39-d782-741cd794002d;1.0000000000;2023-07-03 00:00:00;2023-07-15 00:00:00;2023-07-15 00:00:00;12.0000000000
61;95f8d990-1ca8-878e-2915-52f001f67692;1.0000000000;2023-03-17 00:00:00;2023-03-26 00:00:00;2023-03-26 00:00:00;9.0000000000
34;96c5c28b-ecf1-8e71-1904-60a9955aa4d8;1.0000000000;2023-04-28 00:00:00;2023-05-08 00:00:00;2023-05-08 00:00:00;10.0000000000
1;d14220ee-66ae-ec73-c490-38385428ec4c;1.0000000000;2023-10-04 00:00:00;2023-10-19 00:00:00;2023-10-19 00:00:00;15.0000000000
1;06a81a4f-b98d-149f-2d31-c68828fa6eb2;1.0000000000;2023-07-27 00:00:00;2023-08-08 00:00:00;2023-08-08 00:00:00;12.0000000000
20;a96b65a7-21e5-61e1-e3de-768ac819ffbb;1.0000000000;2023-06-27 00:00:00;2023-07-07 00:00:00;2023-07-07 00:00:00;10.0000000000
7;4fa7c625-3611-8cc4-04de-c4a0ca88d4f6;0.8500000000;2023-06-07 00:00:00;2023-06-13 00:00:00;;
7;89f0fd5c-927d-466d-6ec9-a21b9ac34ffa;1.0000000000;2023-01-25 00:00:00;2023-02-01 00:00:00;2023-02-01 00:00:00;7.0000000000
59;93279690-53c0-068d-d9e0-7c529866b94d;1.0000000000;2023-04-23 00:00:00;2023-05-04 00:00:00;2023-05-04 00:00:00;11.0000000000
84;653ac11c-a60b-3e02-1a8c-609c7198acfc;1.0000000000;2023-07-03 00:00:00;2023-07-08 00:00:00;2023-07-08 00:00:00;5.0000000000
38;9bf31c7f-f062-936a-96d3-c8bd1f8f2ff3;1.0000000000;2023-04-16 00:00:00;2023-04-25 00:00:00;;
38;a5910243-21c5-e2bd-bd23-ed35f0574dde;0.9500000000;2023-04-14 00:00:00;2023-04-18 00:00:00;;
22;5b69b9cb-8306-5d40-3869-739ae7f0995e;1.0000000000;2023-06-17 00:00:00;2023-06-29 00:00:00;2023-06-29 00:00:00;12.0000000000
80;fec8d47d-412b-cbee-ce3d-9128ae855a7a;1.0000000000;2023-04-05 00:00:00;2023-04-15 00:00:00;2023-04-15 00:00:00;10.0000000000
25;4f6ffe13-a5d7-5b2d-6a39-23922b3922e5;1.0000000000;2023-07-19 00:00:00;2023-07-30 00:00:00;2023-07-30 00:00:00;11.0000000000
88;1ecfb463-472e-c911-5b10-c292ef8bc986;1.0000000000;2023-05-06 00:00:00;2023-05-10 00:00:00;2023-05-10 00:00:00;4.0000000000
16;58238e9a-e2dd-305d-79c2-ebc8c1883422;0.5500000000;2023-04-23 00:00:00;2023-04-25 00:00:00;;
82;b5488aef-f428-8918-8d03-c9895255cecc;1.0000000000;2023-10-04 00:00:00;2023-10-13 00:00:00;2023-10-13 00:00:00;9.0000000000
14;310dcbbf-4cce-62f7-62a2-aaa148d556bd;1.0000000000;2023-07-18 00:00:00;2023-07-28 00:00:00;2023-07-28 00:00:00;10.0000000000
55;aa68c75c-4a77-c87f-97fb-686b2f068676;1.0000000000;2023-03-22 00:00:00;2023-03-28 00:00:00;2023-03-28 00:00:00;6.0000000000
56;81dc9bdb-52d0-4dc2-0036-dbd8313ed055;1.0000000000;2023-07-28 00:00:00;2023-08-08 00:00:00;2023-08-08 00:00:00;11.0000000000
56;816b112c-6105-b3eb-d537-828a39af4818;1.0000000000;2023-07-04 00:00:00;2023-07-12 00:00:00;2023-07-12 00:00:00;8.0000000000
43;cedebb6e-872f-539b-ef8c-3f919874e9d7;1.0000000000;2023-04-26 00:00:00;2023-05-09 00:00:00;2023-05-09 00:00:00;13.0000000000
79;d68a1827-5455-ae3e-aa2c-291eebb46e6d;1.0000000000;2023-05-07 00:00:00;2023-05-22 00:00:00;2023-05-22 00:00:00;15.0000000000
90;13168e6a-2e6c-84b4-b7de-9390c0ef5ec5;1.0000000000;2023-07-07 00:00:00;2023-07-15 00:00:00;2023-07-15 00:00:00;8.0000000000
83;a9a1d531-7a33-ae8c-ef33-961c34144f84;1.0000000000;2023-05-02 00:00:00;2023-05-10 00:00:00;2023-05-10 00:00:00;8.0000000000
8;5938b4d0-5413-6e5d-59ad-a6ec9c295d7a;1.0000000000;2023-03-28 00:00:00;2023-04-05 00:00:00;2023-04-05 00:00:00;8.0000000000
29;11f524c3-fbfe-eca4-aa91-6edcb6b6392e;1.0000000000;2023-05-01 00:00:00;2023-05-07 00:00:00;2023-05-07 00:00:00;6.0000000000
85;58238e9a-e2dd-305d-79c2-ebc8c1883422;0.0000000000;2023-05-18 00:00:00;2023-05-25 00:00:00;;
34;eb76c035-d5d0-a2bd-2a0d-0834b93c9c26;1.0000000000;2023-07-27 00:00:00;2023-08-05 00:00:00;2023-08-05 00:00:00;9.0000000000
43;c75b6f11-4c23-a4d7-ea11-331e7c00e73c;0.9500000000;2023-10-22 00:00:00;2023-10-25 00:00:00;;
65;a0161022-8fe9-98f5-15a7-2dd730294d87;1.0000000000;2023-06-11 00:00:00;2023-06-17 00:00:00;2023-06-17 00:00:00;6.0000000000
46;1c65cef3-dfd1-e00c-0b03-923a1c591db4;1.0000000000;2023-08-14 00:00:00;2023-08-27 00:00:00;2023-08-27 00:00:00;13.0000000000
10;487d4c6a-3244-46b3-fa45-b30cfcee5337;1.0000000000;2023-02-24 00:00:00;2023-03-15 00:00:00;2023-03-15 00:00:00;19.0000000000
83;08419be8-9740-5321-5428-38d77f855226;1.0000000000;2023-06-03 00:00:00;2023-06-08 00:00:00;2023-06-08 00:00:00;5.0000000000
56;d736bb10-d83a-904a-efc1-d6ce93dc54b8;1.0000000000;2023-03-04 00:00:00;2023-03-18 00:00:00;2023-03-18 00:00:00;14.0000000000
28;2cb6b103-38a7-fc41-17a8-0da24b582060;0.7500000000;2023-03-30 00:00:00;2023-04-05 00:00:00;;
86;cd3afef9-b8b8-9558-cd56-638c3631868a;1.0000000000;2023-04-08 00:00:00;2023-04-21 00:00:00;2023-04-21 00:00:00;13.0000000000
80;705f2172-8346-6678-8607-efbfca35afb3;1.0000000000;2023-03-14 00:00:00;2023-03-28 00:00:00;2023-03-28 00:00:00;14.0000000000
43;944626ad-f9e3-b76a-3919-b50dc0b080a4;1.0000000000;2023-04-15 00:00:00;2023-04-23 00:00:00;2023-04-23 00:00:00;8.0000000000
90;81b073de-9370-ea87-3f54-8e31b8adc081;1.0000000000;2023-05-01 00:00:00;2023-05-10 00:00:00;2023-05-10 00:00:00;9.0000000000
87;f2217062-e9a3-97a1-dca4-29e7d70bc6ca;0.3500000000;2023-02-25 00:00:00;2023-03-03 00:00:00;;
34;76cf99d3-614e-23ea-bab1-6fb27e944bf9;1.0000000000;2023-08-10 00:00:00;2023-08-19 00:00:00;2023-08-19 00:00:00;9.0000000000
16;11108a3d-bfe4-636c-b40b-84b803b2fff6;1.0000000000;2023-05-16 00:00:00;2023-05-28 00:00:00;2023-05-28 00:00:00;12.0000000000
26;f5deaeea-e153-8fb6-c459-01d524ee2f98;0.4000000000;2023-08-12 00:00:00;2023-08-16 00:00:00;;
86;100d9f30-ca54-b18d-1482-1dc88fea0631;1.0000000000;2023-05-11 00:00:00;2023-05-20 00:00:00;2023-05-20 00:00:00;9.0000000000
38;d1f491a4-04d6-8548-8094-3e5c3cd9ca25;1.0000000000;2023-06-14 00:00:00;2023-06-22 00:00:00;2023-06-22 00:00:00;8.0000000000
8;24146db4-eb48-c718-b84c-ae0a0799dcfc;1.0000000000;2023-07-25 00:00:00;2023-08-04 00:00:00;2023-08-04 00:00:00;10.0000000000
25;0829424f-fa0d-3a25-47b6-c9622c77de03;1.0000000000;2023-01-11 00:00:00;2023-01-21 00:00:00;2023-01-21 00:00:00;10.0000000000
43;8df707a9-48fa-c1b4-a0f9-7aa554886ec8;1.0000000000;2023-07-24 00:00:00;2023-08-10 00:00:00;2023-08-10 00:00:00;17.0000000000
42;6e7d2da6-d395-3058-db75-714ac400b584;1.0000000000;2023-02-27 00:00:00;2023-03-05 00:00:00;2023-03-05 00:00:00;6.0000000000
59;54f5f407-1fac-a32a-d528-5fef87b78646;1.0000000000;2023-08-17 00:00:00;2023-09-01 00:00:00;2023-09-01 00:00:00;15.0000000000
89;d6288499-d008-3cc3-4e60-a077b7c4b3e1;1.0000000000;2023-03-30 00:00:00;2023-04-05 00:00:00;2023-04-05 00:00:00;6.0000000000
65;58a2fc6e-d39f-d083-f55d-4182bf88826d;1.0000000000;2023-01-30 00:00:00;2023-02-08 00:00:00;2023-02-08 00:00:00;9.0000000000
18;b86e8d03-fe99-2d1b-0e19-656875ee557c;1.0000000000;2023-04-28 00:00:00;2023-05-07 00:00:00;2023-05-07 00:00:00;9.0000000000
16;82cadb06-49a3-af49-6840-4c9f6031b233;1.0000000000;2023-05-20 00:00:00;2023-06-05 00:00:00;2023-06-05 00:00:00;16.0000000000
63;4edaa105-d5f5-3590-3387-91951e38c3ad;1.0000000000;2023-05-30 00:00:00;2023-06-12 00:00:00;2023-06-12 00:00:00;13.0000000000
65;54f5f407-1fac-a32a-d528-5fef87b78646;1.0000000000;2023-06-11 00:00:00;2023-06-21 00:00:00;2023-06-21 00:00:00;10.0000000000
53;13f320e7-b5ea-d102-4ac9-5c3b208610db;1.0000000000;2023-08-14 00:00:00;2023-08-24 00:00:00;2023-08-24 00:00:00;10.0000000000
43;7f5d04d1-89df-b634-e6a8-5bb9d9adf21e;0.0500000000;2023-08-02 00:00:00;2023-08-08 00:00:00;;
67;9bb6dee7-3b8b-0ca9-7466-ccb24fff3139;1.0000000000;2023-07-03 00:00:00;2023-07-16 00:00:00;2023-07-16 00:00:00;13.0000000000
41;c203d8a1-5161-2acf-1245-7e4d67635a95;1.0000000000;2023-03-31 00:00:00;2023-04-12 00:00:00;2023-04-12 00:00:00;12.0000000000
23;aa68c75c-4a77-c87f-97fb-686b2f068676;1.0000000000;2023-04-27 00:00:00;2023-05-09 00:00:00;2023-05-09 00:00:00;12.0000000000
83;489d0396-e682-6eb0-c1e6-11d82ca8b215;1.0000000000;2023-05-22 00:00:00;2023-06-05 00:00:00;2023-06-05 00:00:00;14.0000000000
16;8ebda540-cbcc-4d73-3649-6819a46a1b68;0.0000000000;2023-04-10 00:00:00;2023-04-14 00:00:00;;
83;1ce927f8-7586-4094-e390-6a4a0b5ece68;1.0000000000;2023-06-04 00:00:00;2023-06-12 00:00:00;2023-06-12 00:00:00;8.0000000000
4;90aef91f-0d9e-7c3b-e322-bd7bae41617d;1.0000000000;2023-03-21 00:00:00;2023-03-30 00:00:00;2023-03-30 00:00:00;9.0000000000
29;92262bf9-07af-914b-95a0-fc33c3f33bf6;1.0000000000;2023-05-21 00:00:00;2023-05-27 00:00:00;2023-05-27 00:00:00;6.0000000000
45;7b5b23f4-aadf-9513-306b-cd59afb6e4c9;1.0000000000;2023-03-27 00:00:00;2023-04-13 00:00:00;2023-04-13 00:00:00;17.0000000000
31;ef50c335-cca9-f340-bde6-56363ebd02fd;1.0000000000;2023-05-31 00:00:00;2023-06-18 00:00:00;2023-06-18 00:00:00;18.0000000000
85;0777d5c1-7d40-66b8-2ab8-6dff8a46af6f;1.0000000000;2023-05-18 00:00:00;2023-05-30 00:00:00;2023-05-30 00:00:00;12.0000000000
22;c15da1f2-b5e5-ed6e-6837-a3802f0d1593;1.0000000000;2023-01-11 00:00:00;2023-01-28 00:00:00;2023-01-28 00:00:00;17.0000000000
56;d4b2aeb2-453b-dada-a45c-be9882ffefcf;0.5000000000;2023-09-04 00:00:00;2023-09-08 00:00:00;;
43;37693cfc-7480-49e4-5d87-b8c7d8b9aacd;1.0000000000;2023-02-22 00:00:00;2023-02-26 00:00:00;2023-02-26 00:00:00;4.0000000000
1;40008b9a-5380-fcac-ce39-76bf7c08af5b;1.0000000000;2023-03-12 00:00:00;2023-03-22 00:00:00;2023-03-22 00:00:00;10.0000000000
8;8fb5f8be-2aa9-d6c6-4a04-e3ab9f63feee;1.0000000000;2023-07-25 00:00:00;2023-08-02 00:00:00;2023-08-02 00:00:00;8.0000000000
91;e60e81c4-cbe5-171c-d654-662d9887aec2;0.7500000000;2023-04-06 00:00:00;2023-04-13 00:00:00;;
20;1ff8a7b5-dc7a-7d1f-0ed6-5aaa29c04b1e;1.0000000000;2023-04-06 00:00:00;2023-04-20 00:00:00;2023-04-20 00:00:00;14.0000000000
27;8065d07d-a4a7-7621-450a-a84fee5656d9;0.2500000000;2023-05-30 00:00:00;2023-06-03 00:00:00;;
72;9ab0d884-3173-2957-a618-d4a469a0d4c3;0.9500000000;2023-05-29 00:00:00;2023-06-02 00:00:00;;
4;98986c00-5e5d-ef2d-a341-b4e0627d4712;1.0000000000;2023-03-11 00:00:00;2023-03-18 00:00:00;2023-03-18 00:00:00;7.0000000000
43;96da2f59-0cd7-246b-bde0-051047b0d6f7;0.5500000000;2023-07-31 00:00:00;2023-08-10 00:00:00;;
43;e96ed478-dab8-595a-7dbd-a4cbcbee168f;1.0000000000;2023-08-18 00:00:00;2023-08-25 00:00:00;2023-08-25 00:00:00;7.0000000000
91;13168e6a-2e6c-84b4-b7de-9390c0ef5ec5;1.0000000000;2023-07-08 00:00:00;2023-07-25 00:00:00;2023-07-25 00:00:00;17.0000000000
20;49ae49a2-3f67-c759-bf4f-c791ba842aa2;1.0000000000;2023-07-11 00:00:00;2023-07-18 00:00:00;2023-07-18 00:00:00;7.0000000000
43;21fe5b8b-a755-eeae-ce7a-450849876228;1.0000000000;2023-04-28 00:00:00;2023-05-10 00:00:00;2023-05-10 00:00:00;12.0000000000
34;92bbd31f-8e0e-43a7-da8a-6295b251725f;1.0000000000;2023-08-26 00:00:00;2023-09-07 00:00:00;2023-09-07 00:00:00;12.0000000000
22;3644a684-f98e-a8fe-223c-713b77189a77;1.0000000000;2023-07-12 00:00:00;2023-07-25 00:00:00;2023-07-25 00:00:00;13.0000000000
7;9b72e31d-ac81-7154-66cd-580a448cf823;1.0000000000;2023-05-02 00:00:00;2023-05-12 00:00:00;2023-05-12 00:00:00;10.0000000000
72;05311655-a15b-75fa-b869-56663e1819cd;1.0000000000;2023-07-21 00:00:00;2023-07-29 00:00:00;2023-07-29 00:00:00;8.0000000000
33;3cf166c6-b73f-030b-4f67-eeaeba301103;1.0000000000;2023-07-05 00:00:00;2023-07-11 00:00:00;2023-07-11 00:00:00;6.0000000000
23;42e77b63-637a-b381-e8be-5f8318cc28a2;0.0500000000;2023-03-13 00:00:00;2023-03-17 00:00:00;;
82;3f53d719-0148-675e-3cd4-72fc826828c5;1.0000000000;2023-07-06 00:00:00;2023-07-16 00:00:00;2023-07-16 00:00:00;10.0000000000
10;f47d0ad3-1c4c-4906-1b9e-505593e3db98;1.0000000000;2023-04-26 00:00:00;2023-05-06 00:00:00;2023-05-06 00:00:00;10.0000000000
18;138bb069-6595-b338-afba-b333c555292a;1.0000000000;2023-03-07 00:00:00;2023-03-11 00:00:00;2023-03-11 00:00:00;4.0000000000
1;31839b03-6f63-806c-ba3f-47b93af8ccb5;1.0000000000;2023-01-11 00:00:00;2023-01-18 00:00:00;2023-01-18 00:00:00;7.0000000000
90;8c249675-aea6-c3cb-d916-61bbae767ff1;1.0000000000;2023-08-09 00:00:00;2023-08-19 00:00:00;2023-08-19 00:00:00;10.0000000000
